14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-16-100-009-0000,5529,S,HALSTED,ST,3056,20,ENGLEWOOD,B3-2,47th/Halsted,"5529 S HALSTED ST
CHICAGO, IL
(41.79345, -87.645134)"
20-16-100-010-0000,5535,S,HALSTED,ST,3054,20,ENGLEWOOD,B3-2,47th/Halsted,"5535 S HALSTED ST
CHICAGO, IL
(41.792887, -87.645111)"
20-16-100-011-0000,5537,S,HALSTED,ST,3057,20,ENGLEWOOD,B3-2,47th/Halsted,"5537 S HALSTED ST
CHICAGO, IL
(41.792804, -87.645107)"
20-16-100-012-0000,5539,S,HALSTED,ST,3057,20,ENGLEWOOD,B3-2,47th/Halsted,"5539 S HALSTED ST
CHICAGO, IL
(41.793307, -87.645128)"
20-16-100-014-0000,5545,S,HALSTED,ST,3055,20,ENGLEWOOD,B3-2,47th/Halsted,"5545 S HALSTED ST
CHICAGO, IL
(41.793222, -87.645125)"
20-16-100-018-0000,5603,S,HALSTED,ST,3091,20,ENGLEWOOD,C2-2,47th/Halsted,"5603 S HALSTED ST
CHICAGO, IL
(41.792268, -87.645088)"
20-16-100-019-0000,5605,S,HALSTED,ST,3069,20,ENGLEWOOD,C2-2,47th/Halsted,"5605 S HALSTED ST
CHICAGO, IL
(41.792202, -87.645086)"
20-16-100-024-0000,5625,S,HALSTED,ST,3073,20,ENGLEWOOD,C1-2,47th/Halsted,"5625 S HALSTED ST
CHICAGO, IL
(41.791668, -87.645069)"
20-16-100-025-0000,5627,S,HALSTED,ST,3073,20,ENGLEWOOD,C1-2,47th/Halsted,"5627 S HALSTED ST
CHICAGO, IL
(41.791597, -87.645066)"
20-16-100-026-0000,5631,S,HALSTED,ST,3072,20,ENGLEWOOD,C1-2,47th/Halsted,"5631 S HALSTED ST
CHICAGO, IL
(41.791536, -87.645064)"
20-16-100-027-0000,5633,S,HALSTED,ST,6145,20,ENGLEWOOD,C1-2,47th/Halsted,"5633 S HALSTED ST
CHICAGO, IL
(41.791061, -87.645049)"
20-16-100-032-0000,5649,S,HALSTED,ST,3073,20,ENGLEWOOD,C1-2,47th/Halsted,"5649 S HALSTED ST
CHICAGO, IL
(41.791575, -87.645066)"
20-16-100-035-0000,5657,S,HALSTED,ST,3076,20,ENGLEWOOD,C1-2,47th/Halsted,"5657 S HALSTED ST
CHICAGO, IL
(41.79086, -87.645043)"
20-16-100-037-0000,5518,S,EMERALD,AVE,3015,20,ENGLEWOOD,RS-3,NOT IN TIF,"5518 S EMERALD AVE
CHICAGO, IL
(41.793714, -87.643906)"
20-16-100-040-0000,5526,S,EMERALD,AVE,3013,20,ENGLEWOOD,RS-3,NOT IN TIF,"5526 S EMERALD AVE
CHICAGO, IL
(41.79359, -87.643898)"
20-16-100-054-0000,5612,S,EMERALD,AVE,3029,20,ENGLEWOOD,RS-3,NOT IN TIF,"5612 S EMERALD AVE
CHICAGO, IL
(41.792262, -87.643874)"
20-16-100-056-0000,5618,S,EMERALD,AVE,3031,20,ENGLEWOOD,RS-3,NOT IN TIF,"5618 S EMERALD AVE
CHICAGO, IL
(41.7919, -87.643862)"
20-16-100-059-0000,5624,S,EMERALD,AVE,3036,20,ENGLEWOOD,RS-3,NOT IN TIF,"5624 S EMERALD AVE
CHICAGO, IL
(41.7917, -87.643856)"
20-16-100-070-0000,5652,S,EMERALD,AVE,3044,20,ENGLEWOOD,RS-3,NOT IN TIF,"5652 S EMERALD AVE
CHICAGO, IL
(41.790958, -87.643832)"
20-16-100-072-0000,740,W,57TH,ST,2923,20,ENGLEWOOD,RS-3,NOT IN TIF,"740 W 57TH ST
CHICAGO, IL
(41.790708, -87.644057)"
20-16-100-073-0000,5659,S,HALSTED,ST,2930,20,ENGLEWOOD,C1-2,47th/Halsted,"5659 S HALSTED ST
CHICAGO, IL
(41.790792, -87.645041)"
20-16-100-075-0000,5553,S,HALSTED,ST,5026,20,ENGLEWOOD,C2-2/B3-2,47th/Halsted,"5553 S HALSTED ST
CHICAGO, IL
(41.792509, -87.645095)"
20-16-101-004-0000,703,W,GARFIELD,BLVD,3837,20,ENGLEWOOD,RT-4,47th/Halsted,"703 W GARFIELD BLVD
CHICAGO, IL
(41.794015, -87.643129)"
20-16-101-015-0000,5537,S,EMERALD,AVE,6284,20,ENGLEWOOD,RS-3,NOT IN TIF,"5537 S EMERALD AVE
CHICAGO, IL
(41.793436, -87.643892)"
20-16-101-018-0000,5549,S,EMERALD,AVE,4574,20,ENGLEWOOD,RS-3,NOT IN TIF,"5549 S EMERALD AVE
CHICAGO, IL
(41.792531, -87.643882)"
20-16-101-025-0000,5621,S,EMERALD,AVE,3143,20,ENGLEWOOD,RS-3,NOT IN TIF,"5621 S EMERALD AVE
CHICAGO, IL
(41.791807, -87.643859)"
20-16-101-037-0000,5651,S,EMERALD,AVE,3129,20,ENGLEWOOD,RS-3,NOT IN TIF,"5651 S EMERALD AVE
CHICAGO, IL
(41.791001, -87.643833)"
20-16-101-040-0000,5659,S,EMERALD,AVE,6150,20,ENGLEWOOD,RS-3,NOT IN TIF,"5659 S EMERALD AVE
CHICAGO, IL
(41.790838, -87.643828)"
20-16-101-043-0000,5520,S,UNION,AVE,6288,20,ENGLEWOOD,RS-3,NOT IN TIF,"5520 S UNION AVE
CHICAGO, IL
(41.793253, -87.642691)"
20-16-101-045-0000,5528,S,UNION,AVE,5660,20,ENGLEWOOD,RS-3,NOT IN TIF,"5528 S UNION AVE
CHICAGO, IL
(41.793575, -87.6427)"
20-16-101-047-0000,5540,S,UNION,,4400,20,ENGLEWOOD,RS-3,NOT IN TIF,"5540 S UNION
CHICAGO, IL
"
20-16-101-048-0000,5542,S,UNION,AVE,3140,20,ENGLEWOOD,RS-3,NOT IN TIF,"5542 S UNION AVE
CHICAGO, IL
(41.792677, -87.642675)"
20-16-101-052-0000,5600,S,UNION,AVE,6343,20,ENGLEWOOD,RS-3,NOT IN TIF,"5600 S UNION AVE
CHICAGO, IL
(41.792352, -87.642668)"
20-16-101-061-0000,5626,S,UNION,AVE,3149,20,ENGLEWOOD,RS-3,NOT IN TIF,"5626 S UNION AVE
CHICAGO, IL
(41.791701, -87.642657)"
20-16-101-063-0000,5630,S,UNION,AVE,3146,20,ENGLEWOOD,RS-3,NOT IN TIF,"5630 S UNION AVE
CHICAGO, IL
(41.791562, -87.642655)"
20-16-101-077-0000,719,W,GARFIELD,BLVD,7473,20,ENGLEWOOD,RT-4,47th/Halsted,"719 W GARFIELD BLVD
CHICAGO, IL
(41.794003, -87.643529)"
20-16-102-001-0000,659,W,GARFIELD,BLVD,1650,20,ENGLEWOOD,RT-4,47th/Halsted,"659 W GARFIELD BLVD
CHICAGO, IL
(41.794025, -87.642539)"
20-16-102-002-0000,655,W,GARFIELD,BLVD,1618,20,ENGLEWOOD,RT-4,47th/Halsted,"655 W GARFIELD BLVD
CHICAGO, IL
(41.794029, -87.64239)"
20-16-102-003-0000,655,W,GARFIELD,BLVD,1635,20,ENGLEWOOD,RT-4,47th/Halsted,"655 W GARFIELD BLVD
CHICAGO, IL
(41.794029, -87.64239)"
20-16-102-006-0000,655,W,GARFIELD,BLVD,309,20,ENGLEWOOD,RT-4,47th/Halsted,"655 W GARFIELD BLVD
CHICAGO, IL
(41.794029, -87.64239)"
20-16-102-007-0000,651,W,GARFIELD,BLVD,6519,20,ENGLEWOOD,RT-4,47th/Halsted,"651 W GARFIELD BLVD
CHICAGO, IL
(41.794032, -87.642258)"
20-16-102-018-0000,5525,S,UNION,AVE,2078,20,ENGLEWOOD,RS-3,NOT IN TIF,"5525 S UNION AVE
CHICAGO, IL
(41.793638, -87.642702)"
20-16-102-029-0000,5603,S,UNION,AVE,3399,20,ENGLEWOOD,RS-3,NOT IN TIF,"5603 S UNION AVE
CHICAGO, IL
(41.792451, -87.642669)"
20-16-102-057-0000,5536,S,LOWE,AVE,3116,20,ENGLEWOOD,RS-3,47th/Halsted,"5536 S LOWE AVE
CHICAGO, IL
(41.793448, -87.641472)"
20-16-102-060-0000,5542,S,LOWE,AVE,3119,20,ENGLEWOOD,RS-3,47th/Halsted,"5542 S LOWE AVE
CHICAGO, IL
(41.792688, -87.641442)"
20-16-102-062-0000,5548,S,LOWE,AVE,3117,20,ENGLEWOOD,RS-3,47th/Halsted,"5548 S LOWE AVE
CHICAGO, IL
(41.7926, -87.641438)"
20-16-102-065-0000,5602,S,LOWE,AVE,3157,20,ENGLEWOOD,RS-3,NOT IN TIF,"5602 S LOWE AVE
CHICAGO, IL
(41.792293, -87.641431)"
20-16-102-066-0000,5606,S,LOWE,AVE,3159,20,ENGLEWOOD,RS-3,NOT IN TIF,"5606 S LOWE AVE
CHICAGO, IL
(41.792024, -87.641427)"
20-16-102-077-0000,5634,S,LOWE,AVE,3160,20,ENGLEWOOD,RS-3,NOT IN TIF,"5634 S LOWE AVE
CHICAGO, IL
(41.791502, -87.641424)"
20-16-102-080-0000,5640,S,LOWE,AVE,3161,20,ENGLEWOOD,RS-3,NOT IN TIF,"5640 S LOWE AVE
CHICAGO, IL
(41.791293, -87.641422)"
20-16-102-081-0000,5640,S,LOWE,AVE,3135,20,ENGLEWOOD,RS-3,NOT IN TIF,"5640 S LOWE AVE
CHICAGO, IL
(41.791293, -87.641422)"
20-16-111-021-0000,403,W,56TH,PL,3181,20,ENGLEWOOD,RS-3,NOT IN TIF,"403 W 56TH PL
CHICAGO, IL
(41.791719, -87.635624)"
20-16-112-003-0000,5705,S,HALSTED,ST,2931,20,ENGLEWOOD,C1-2,47th/Halsted,"5705 S HALSTED ST
CHICAGO, IL
(41.790605, -87.645037)"
20-16-112-008-0000,5725,S,HALSTED,ST,5896,20,ENGLEWOOD,C1-2,47th/Halsted,"5725 S HALSTED ST
CHICAGO, IL
(41.790234, -87.645034)"
20-16-112-009-0000,5725,S,HALSTED,ST,5127,20,ENGLEWOOD,C1-2,47th/Halsted,"5725 S HALSTED ST
CHICAGO, IL
(41.790234, -87.645034)"
20-16-112-010-0000,5725,S,HALSTED,ST,2921,20,ENGLEWOOD,C1-2,47th/Halsted,"5725 S HALSTED ST
CHICAGO, IL
(41.790234, -87.645034)"
20-16-112-011-0000,5725,S,HALSTED,ST,2970,20,ENGLEWOOD,C1-2,47th/Halsted,"5725 S HALSTED ST
CHICAGO, IL
(41.790234, -87.645034)"
20-16-112-018-0000,5700,S,EMERALD,AV,6103,20,ENGLEWOOD,RS-3,NOT IN TIF,"5700 S EMERALD AV
CHICAGO, IL
(41.790523, -87.643824)"
20-16-112-028-0000,5724,S,EMERALD,AVE,2961,20,ENGLEWOOD,RS-3,NOT IN TIF,"5724 S EMERALD AVE
CHICAGO, IL
(41.789823, -87.643823)"
20-16-113-005-0000,5711,S,EMERALD,AVE,2989,20,ENGLEWOOD,RS-3,NOT IN TIF,"5711 S EMERALD AVE
CHICAGO, IL
(41.790214, -87.643824)"
20-16-113-006-0000,5713,S,EMERALD,AVE,2988,20,ENGLEWOOD,RS-3,NOT IN TIF,"5713 S EMERALD AVE
CHICAGO, IL
(41.790491, -87.643824)"
20-16-113-007-0000,5715,S,EMERALD,AVE,2989,20,ENGLEWOOD,RS-3,NOT IN TIF,"5715 S EMERALD AVE
CHICAGO, IL
(41.790097, -87.643824)"
20-16-113-015-0000,5737,S,EMERALD,AVE,3106,20,ENGLEWOOD,RS-3,NOT IN TIF,"5737 S EMERALD AVE
CHICAGO, IL
(41.789531, -87.643823)"
20-16-113-023-0000,5710,S,UNION,AVE,3582,20,ENGLEWOOD,RS-3,NOT IN TIF,"5710 S UNION AVE
CHICAGO, IL
(41.790237, -87.642631)"
20-16-113-036-0000,5744,S,UNION,AVE,3193,20,ENGLEWOOD,RS-3,NOT IN TIF,"5744 S UNION AVE
CHICAGO, IL
(41.789366, -87.642614)"
20-16-114-011-0000,5725,S,UNION,AVE,3143,20,ENGLEWOOD,RS-3,NOT IN TIF,"5725 S UNION AVE
CHICAGO, IL
(41.789873, -87.642624)"
20-16-114-021-0000,5751,S,UNION,AVE,3146,20,ENGLEWOOD,RS-3,NOT IN TIF,"5751 S UNION AVE
CHICAGO, IL
(41.789178, -87.64261)"
20-16-114-030-0000,5716,S,LOWE,AVE,3484,20,ENGLEWOOD,RS-3,NOT IN TIF,"5716 S LOWE AVE
CHICAGO, IL
(41.79019, -87.641408)"
20-16-114-031-0000,5718,S,LOWE,AVE,3141,20,ENGLEWOOD,RS-3,NOT IN TIF,"5718 S LOWE AVE
CHICAGO, IL
(41.790117, -87.641406)"
20-16-114-046-0000,5756,S,LOWE,AVE,3014,20,ENGLEWOOD,RS-3,NOT IN TIF,"5756 S LOWE AVE
CHICAGO, IL
(41.789048, -87.641385)"
20-16-115-002-0000,5703,S,LOWE,AVE,3129,20,ENGLEWOOD,RS-3,NOT IN TIF,"5703 S LOWE AVE
CHICAGO, IL
(41.790533, -87.641415)"
20-16-115-008-0000,5719,S,LOWE,AVE,3130,20,ENGLEWOOD,RS-3,NOT IN TIF,"5719 S LOWE AVE
CHICAGO, IL
(41.789659, -87.641397)"
20-16-115-018-0000,5745,S,LOWE,AVE,3128,20,ENGLEWOOD,RS-3,NOT IN TIF,"5745 S LOWE AVE
CHICAGO, IL
(41.789431, -87.641392)"
20-16-115-022-0000,5753,S,LOWE,AVE,3003,20,ENGLEWOOD,RS-3,NOT IN TIF,"5753 S LOWE AVE
CHICAGO, IL
(41.789344, -87.641391)"
20-16-115-026-0000,611,W,57TH,ST,66376,20,ENGLEWOOD,M1-2,NOT IN TIF,"611 W 57TH ST
CHICAGO, IL
(41.79075, -87.641113)"
20-16-115-027-0000,600,W,58TH,ST,21774,20,ENGLEWOOD,M1-2,NOT IN TIF,"600 W 58TH ST
CHICAGO, IL
(41.788922, -87.64049)"
20-16-120-007-0000,5833,S,HALSTED,ST,6556,20,ENGLEWOOD,M1-2,47th/Halsted,"5833 S HALSTED ST
CHICAGO, IL
(41.787785, -87.645033)"
20-16-120-008-0000,5841,S,HALSTED,ST,6559,20,ENGLEWOOD,M1-2,47th/Halsted,"5841 S HALSTED ST
CHICAGO, IL
(41.787899, -87.645032)"
20-16-120-009-0000,5843,S,HALSTED,ST,3136,20,ENGLEWOOD,M1-2,47th/Halsted,"5843 S HALSTED ST
CHICAGO, IL
(41.787882, -87.645032)"
20-16-121-005-0000,5811,S,EMERALD,AVE,3129,20,ENGLEWOOD,RS-3,NOT IN TIF,"5811 S EMERALD AVE
CHICAGO, IL
(41.78837, -87.64381)"
20-16-121-006-0000,5813,S,EMERALD,AVE,3125,20,ENGLEWOOD,RS-3,NOT IN TIF,"5813 S EMERALD AVE
CHICAGO, IL
(41.788378, -87.643811)"
20-16-121-017-0000,5800,S,UNION,AVE,3895,20,ENGLEWOOD,RS-3,NOT IN TIF,"5800 S UNION AVE
CHICAGO, IL
(41.788749, -87.642598)"
20-16-121-020-0000,5806,S,UNION,AVE,3127,20,ENGLEWOOD,RS-3,NOT IN TIF,"5806 S UNION AVE
CHICAGO, IL
(41.788533, -87.642589)"
20-16-121-025-0000,5820,S,UNION,AVE,3124,20,ENGLEWOOD,RS-3,NOT IN TIF,"5820 S UNION AVE
CHICAGO, IL
(41.788195, -87.642574)"
20-16-121-038-0000,712,W,59TH,ST,3074,20,ENGLEWOOD,RS-3,NOT IN TIF,"712 W 59TH ST
CHICAGO, IL
(41.787077, -87.643115)"
20-16-122-029-0000,5846,S,LOWE,AVE,3403,20,ENGLEWOOD,RS-3,NOT IN TIF,"5846 S LOWE AVE
CHICAGO, IL
(41.787546, -87.641333)"
20-16-123-001-0000,5801,S,LOWE,AVE,29531,20,ENGLEWOOD,M1-2,NOT IN TIF,"5801 S LOWE AVE
CHICAGO, IL
(41.78842, -87.641374)"
20-16-200-005-0000,5523,S,STEWART,AVE,2930,3,ENGLEWOOD,RS-3,NOT IN TIF,"5523 S STEWART AVE
CHICAGO, IL
(41.793413, -87.635584)"
20-16-200-006-0000,5525,S,STEWART,AVE,2928,3,ENGLEWOOD,RS-3,NOT IN TIF,"5525 S STEWART AVE
CHICAGO, IL
(41.793341, -87.635584)"
20-16-200-007-0000,5527,S,STEWART,AVE,2930,3,ENGLEWOOD,RS-3,NOT IN TIF,"5527 S STEWART AVE
CHICAGO, IL
(41.793249, -87.635583)"
20-16-200-008-0000,5529,S,STEWART,AVE,2928,3,ENGLEWOOD,RS-3,NOT IN TIF,"5529 S STEWART AVE
CHICAGO, IL
(41.793183, -87.635582)"
20-16-200-010-0000,5539,S,STEWART,AVE,38232,3,ENGLEWOOD,RS-3,NOT IN TIF,"5539 S STEWART AVE
CHICAGO, IL
(41.792741, -87.635561)"
20-16-200-011-0000,5563,S,STEWART,AVE,4651,3,ENGLEWOOD,RS-3,NOT IN TIF,"5563 S STEWART AVE
CHICAGO, IL
(41.792378, -87.63556)"
20-16-200-012-0000,5567,S,STEWART,AVE,5061,3,ENGLEWOOD,RS-3,NOT IN TIF,"5567 S STEWART AVE
CHICAGO, IL
(41.792286, -87.635563)"
20-16-200-018-0000,344,W,56TH,PL,3562,3,ENGLEWOOD,RS-3,NOT IN TIF,"344 W 56TH PL
CHICAGO, IL
(41.791754, -87.634686)"
20-16-200-028-0000,5542,S,SHIELDS,,3132,3,ENGLEWOOD,RS-3,NOT IN TIF,"5542 S SHIELDS
CHICAGO, IL
(41.792887, -87.63412)"
20-16-200-036-0000,5558,S,SHIELDS,AVE,3012,3,ENGLEWOOD,RS-3,NOT IN TIF,"5558 S SHIELDS AVE
CHICAGO, IL
(41.792662, -87.634116)"
20-16-200-041-0000,5568,S,SHIELDS,AVE,3010,3,ENGLEWOOD,RS-3,NOT IN TIF,"5568 S SHIELDS AVE
CHICAGO, IL
(41.792431, -87.634112)"
20-16-200-048-0000,5620,S,SHIELDS,AVE,1664,3,ENGLEWOOD,RS-3,NOT IN TIF,"5620 S SHIELDS AVE
CHICAGO, IL
(41.791821, -87.634102)"
20-16-200-053-0000,361,W,GARFIELD,BLVD,4566,3,ENGLEWOOD,RS-3,NOT IN TIF,"361 W GARFIELD BLVD
CHICAGO, IL
(41.794159, -87.635223)"
20-16-201-045-0000,5653,S,SHIELDS,AVE,3004,3,ENGLEWOOD,RS-3,NOT IN TIF,"5653 S SHIELDS AVE
CHICAGO, IL
(41.791104, -87.634077)"
20-16-201-073-0000,5626,S,PRINCETON,AVE,2925,3,ENGLEWOOD,RS-3,NOT IN TIF,"5626 S PRINCETON AVE
CHICAGO, IL
(41.791884, -87.632925)"
20-16-202-011-0000,5543,S,PRINCETON,AVE,3684,3,ENGLEWOOD,RS-3,NOT IN TIF,"5543 S PRINCETON AVE
CHICAGO, IL
(41.795215, -87.632976)"
20-16-202-038-0000,5653,S,PRINCETON,AVE,3194,3,ENGLEWOOD,RS-3,NOT IN TIF,"5653 S PRINCETON AVE
CHICAGO, IL
(41.791029, -87.632914)"
20-16-202-039-0000,5657,S,PRINCETON,AVE,3193,3,ENGLEWOOD,RS-3,NOT IN TIF,"5657 S PRINCETON AVE
CHICAGO, IL
(41.790846, -87.632911)"
20-16-202-055-0000,5540,S,WELLS,,3070,3,ENGLEWOOD,RS-3,NOT IN TIF,"5540 S WELLS
CHICAGO, IL
"
20-16-202-085-0000,5648,S,WELLS,ST,4299,3,ENGLEWOOD,RS-3,NOT IN TIF,"5648 S WELLS ST
CHICAGO, IL
(41.791162, -87.631743)"
20-16-202-087-0000,5656,S,WELLS,ST,3193,3,ENGLEWOOD,RS-3,NOT IN TIF,"5656 S WELLS ST
CHICAGO, IL
(41.791084, -87.631742)"
20-16-204-002-0000,5525,S,WENTWORTH,AVE,3618,3,ENGLEWOOD,RT-4,Washington Park,"5525 S WENTWORTH AVE
CHICAGO, IL
(41.793121, -87.630462)"
20-16-204-014-0000,5611,S,WENTWORTH,AVE,3047,3,ENGLEWOOD,B3-1,Washington Park,"5611 S WENTWORTH AVE
CHICAGO, IL
(41.792244, -87.630438)"
20-16-204-015-0000,5613,S,WENTWORTH,AVE,3176,3,ENGLEWOOD,B3-1,Washington Park,"5613 S WENTWORTH AVE
CHICAGO, IL
(41.792186, -87.630437)"
20-16-204-020-0000,5623,S,WENTWORTH,AVE,3176,3,ENGLEWOOD,B3-1,Washington Park,"5623 S WENTWORTH AVE
CHICAGO, IL
(41.792003, -87.630432)"
20-16-204-022-0000,5633,S,WENTWORTH,AVE,3046,3,ENGLEWOOD,B3-1,Washington Park,"5633 S WENTWORTH AVE
CHICAGO, IL
(41.791717, -87.630424)"
20-16-204-028-0000,5645,S,WENTWORTH,AVE,3046,3,ENGLEWOOD,B3-1,Washington Park,"5645 S WENTWORTH AVE
CHICAGO, IL
(41.791413, -87.630416)"
20-16-204-029-0000,5647,S,WENTWORTH,AVE,3177,3,ENGLEWOOD,B3-1,Washington Park,"5647 S WENTWORTH AVE
CHICAGO, IL
(41.791302, -87.630413)"
20-16-204-030-0000,5649,S,WENTWORTH,AVE,3173,3,ENGLEWOOD,B3-1,Washington Park,"5649 S WENTWORTH AVE
CHICAGO, IL
(41.791248, -87.630412)"
20-16-204-031-0000,5651,S,WENTWORTH,AVE,3450,3,ENGLEWOOD,B3-1,Washington Park,"5651 S WENTWORTH AVE
CHICAGO, IL
(41.791185, -87.63041)"
20-16-204-043-0000,5550,S,LA SALLE,ST,3559,3,ENGLEWOOD,RS-3,Washington Park,"5550 S LA SALLE ST
CHICAGO, IL
(41.792747, -87.629264)"
20-16-204-044-0000,5564,S,LA SALLE,ST,5078,3,ENGLEWOOD,RS-3,Washington Park,"5564 S LA SALLE ST
CHICAGO, IL
(41.792653, -87.62926)"
20-16-204-045-0000,5566,S,LA SALLE,ST,5091,3,ENGLEWOOD,RS-3,Washington Park,"5566 S LA SALLE ST
CHICAGO, IL
(41.793153, -87.629283)"
20-16-204-049-0000,5616,S,LA SALLE,ST,3174,3,ENGLEWOOD,RS-3,Washington Park,"5616 S LA SALLE ST
CHICAGO, IL
(41.792183, -87.629239)"
20-16-204-050-0000,5618,S,LA SALLE,ST,3048,3,ENGLEWOOD,RS-3,Washington Park,"5618 S LA SALLE ST
CHICAGO, IL
(41.79211, -87.629235)"
20-16-204-051-0000,5624,S,LA SALLE,ST,3176,3,ENGLEWOOD,RS-3,Washington Park,"5624 S LA SALLE ST
CHICAGO, IL
(41.792036, -87.629232)"
20-16-204-052-0000,5626,S,LA SALLE,ST,3173,3,ENGLEWOOD,RS-3,Washington Park,"5626 S LA SALLE ST
CHICAGO, IL
(41.791981, -87.629229)"
20-16-204-053-0000,5628,S,LA SALLE,ST,3001,3,ENGLEWOOD,RS-3,Washington Park,"5628 S LA SALLE ST
CHICAGO, IL
(41.791907, -87.629226)"
20-16-204-054-0000,5630,S,LA SALLE,ST,3110,3,ENGLEWOOD,RS-3,Washington Park,"5630 S LA SALLE ST
CHICAGO, IL
(41.791834, -87.629223)"
20-16-204-055-0000,5632,S,LA SALLE,ST,3174,3,ENGLEWOOD,RS-3,Washington Park,"5632 S LA SALLE ST
CHICAGO, IL
(41.791767, -87.62922)"
20-16-204-059-0000,5613,S,LA SALLE,ST,3174,3,ENGLEWOOD,B3-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-204-060-0000,5613,S,LA SALLE,ST,3174,3,ENGLEWOOD,B3-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-204-066-0000,5613,S,LA SALLE,ST,3173,3,ENGLEWOOD,B3-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-204-067-0000,5613,S,LA SALLE,ST,3174,3,ENGLEWOOD,B3-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-204-068-0000,5522,S,LA SALLE,ST,2033,3,ENGLEWOOD,RT-4/RS-3,Washington Park,"5522 S LA SALLE ST
CHICAGO, IL
(41.793484, -87.629298)"
20-16-205-002-0000,5527,S,LA SALLE,ST,9969,3,ENGLEWOOD,RS-3/M1-1,Washington Park,"5527 S LA SALLE ST
CHICAGO, IL
(41.793394, -87.629294)"
20-16-205-005-0000,,,,,5168,3,ENGLEWOOD,RS-3,Washington Park,
20-16-205-006-0000,5541,S,LA SALLE,ST,3905,3,ENGLEWOOD,RS-3,Washington Park,"5541 S LA SALLE ST
CHICAGO, IL
(41.793017, -87.629277)"
20-16-205-008-0000,5547,S,LA SALLE,ST,3150,3,ENGLEWOOD,RS-3,Washington Park,"5547 S LA SALLE ST
CHICAGO, IL
(41.792868, -87.62927)"
20-16-205-013-0000,5609,S,LA SALLE,ST,3023,3,ENGLEWOOD,RS-3,Washington Park,"5609 S LA SALLE ST
CHICAGO, IL
(41.79245, -87.629251)"
20-16-205-014-0000,5613,S,LA SALLE,ST,15331,3,ENGLEWOOD,M1-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-205-015-0000,5613,S,LA SALLE,ST,42045,3,ENGLEWOOD,M1-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-205-016-0000,5613,S,LA SALLE,ST,11907,3,ENGLEWOOD,M1-1,Washington Park,"5613 S LA SALLE ST
CHICAGO, IL
(41.792387, -87.629248)"
20-16-205-024-0000,5526,S,PERRY,AVE,2093,3,WASHINGTON PARK,RS-3,Washington Park,"5526 S PERRY AVE
CHICAGO, IL
(41.79343, -87.627771)"
20-16-205-033-0000,5548,S,PERRY,AVE,2094,3,WASHINGTON PARK,RS-3,Washington Park,"5548 S PERRY AVE
CHICAGO, IL
(41.792804, -87.627755)"
20-16-205-040-0000,5614,S,PERRY,AVE,2095,3,WASHINGTON PARK,RS-3,Washington Park,"5614 S PERRY AVE
CHICAGO, IL
(41.792313, -87.627749)"
20-16-205-042-0000,5618,S,PERRY,AVE,2094,3,WASHINGTON PARK,RS-3,Washington Park,"5618 S PERRY AVE
CHICAGO, IL
(41.792145, -87.627747)"
20-16-205-047-0000,5632,S,PERRY,AVE,2393,3,WASHINGTON PARK,RS-3/M1-1,Washington Park,"5632 S PERRY AVE
CHICAGO, IL
(41.791857, -87.627744)"
20-16-205-056-0000,5648,S,PERRY,AVE,14759,3,WASHINGTON PARK,M1-1,Washington Park,"5648 S PERRY AVE
CHICAGO, IL
(41.791129, -87.627727)"
20-16-206-004-0000,39,W,55TH,ST,2501,3,WASHINGTON PARK,RT-4,NOT IN TIF,"39 W 55TH ST
CHICAGO, IL
(41.794294, -87.627056)"
20-16-206-006-0000,35,W,55TH,ST,2501,3,WASHINGTON PARK,RT-4,NOT IN TIF,"35 W 55TH ST
CHICAGO, IL
(41.794293, -87.62711)"
20-16-206-012-0000,5523,S,PERRY,,2457,3,WASHINGTON PARK,RS-3,Washington Park,"5523 S PERRY
CHICAGO, IL
(41.793558, -87.627778)"
20-16-206-013-0000,5525,S,PERRY,AVE,2459,3,WASHINGTON PARK,RS-3,Washington Park,"5525 S PERRY AVE
CHICAGO, IL
(41.793504, -87.627775)"
20-16-206-015-0000,5529,S,PERRY,AVE,2459,3,WASHINGTON PARK,RS-3,Washington Park,"5529 S PERRY AVE
CHICAGO, IL
(41.793365, -87.627767)"
20-16-206-026-0000,5605,S,PERRY,AVE,2459,3,WASHINGTON PARK,RS-3,Washington Park,"5605 S PERRY AVE
CHICAGO, IL
(41.792601, -87.627752)"
20-16-206-037-0000,5633,S,PERRY,,2457,3,WASHINGTON PARK,RS-3,Washington Park,"5633 S PERRY
CHICAGO, IL
(41.791938, -87.627745)"
20-16-206-040-0000,5639,S,PERRY,AVE,2359,3,WASHINGTON PARK,RS-3,Washington Park,"5639 S PERRY AVE
CHICAGO, IL
(41.791642, -87.627739)"
